,time step,V no,Name,Number,Diameter(µm),Length(µm),Saturation in,Saturation out,Sav,Resistance for Q,Q in single(µm3/s),Vt(µm3),partial pressure blood(mmHg),X-Area wall(???),wall thickness(µm),tissue partials(mmHg),pt_by_Vt,M,0,1,2,3,4,dptdt,dSoutdt,dSindt
15228,1171,5,A6,32,7.32,154.7,0.765,0.6627777777777778,0.7143333333333334,2.0257276147463348e-05,83274.85656022982,1304955.478573564,37.535281760495636,103.11079053651886,3.1382927268542957,20.402780510642085,26624817.22244942,0.0007458003464656384,0.000307204546285129,-674.7587661380434,17.132426904824396,8438.518798103283,0.0,-0.02787938593088209,-0.3333333333333333,0.0
15579,1198,5,A6,32,7.32,154.7,0.765,0.6623333333333333,0.7138888888888889,2.0257276147463348e-05,81176.09798212365,1304955.478573564,37.50618677211713,103.11079053651886,3.1382927268542957,20.38289004267655,26599022.36505294,0.0007456463177391242,0.000307204546285129,-674.7587661380434,17.123098765062586,8298.001127061529,0.0,-0.07423664174868308,-0.16666666666666666,0.0
15657,1204,5,A6,32,7.32,154.7,0.765,0.6601111111111111,0.7130000000000001,2.0257276147463348e-05,80709.5607202038,1304955.478573564,37.44813701533921,103.11079053651886,3.1382927268542957,20.378108115165798,26592962.75274441,0.0007456112549824116,0.000307204546285129,-674.7587661380434,17.069692547783156,8393.794314901194,0.0,-0.12613214634892528,-0.3333333333333333,0.0
15982,1229,5,A6,32,7.32,154.7,0.765,0.6578888888888889,0.7118888888888889,2.0257276147463348e-05,78765.07930089478,1304955.478573564,37.37583591910129,103.11079053651886,3.1382927268542957,20.34280692411558,26547087.29007457,0.0007454132956799019,0.000307204546285129,-674.7587661380434,17.03254626212926,8366.601756850601,0.0,-0.18102482117065602,-0.3333333333333333,0.0
16124,1240,4,A5,16,9.46,161.2,0.84,0.7627777777777778,0.8018333333333334,7.874815891778237e-06,155214.7463688792,1919460.3552955475,44.481324245356866,130.57293475327975,3.265971235566071,24.718336888633647,47446061.23165476,0.0007573764451293281,0.00017651954690785603,-873.1410554199905,19.762886534071452,11848.05897282443,0.0,-0.03780849441004037,-0.3333333333333333,0.0
16138,1241,5,A6,32,7.32,154.7,0.7627777777777778,0.6561111111111111,0.7096666666666667,2.0257276147463348e-05,77831.39746018383,1304955.478573564,37.232093758317006,103.11079053651886,3.1382927268542957,20.31788102941981,26515326.664822686,0.0007452936321253657,0.000307204546285129,-674.7587661380434,16.913142575548402,8267.423996881751,0.0,-0.4013075057965112,-0.16666666666666666,0.0
16333,1256,5,A6,32,7.32,154.7,0.7627777777777778,0.6556666666666666,0.7094444444444444,2.0257276147463348e-05,76663.99319748153,1304955.478573564,37.21778198300281,103.11079053651886,3.1382927268542957,20.271093893499167,26454095.174262237,0.0007450894062510599,0.000307204546285129,-674.7587661380434,16.9457530834583,8177.492607731365,0.0,-0.3506272670056461,-0.16666666666666666,0.0
16398,1261,5,A6,32,7.32,154.7,0.7627777777777778,0.6534444444444444,0.7085555555555556,2.0257276147463348e-05,76274.78391818858,1304955.478573564,37.16064735280324,103.11079053651886,3.1382927268542957,20.256454466989105,26435106.71921769,0.0007450247928371341,0.000307204546285129,-674.7587661380434,16.903169489946425,8271.576567128006,0.0,-0.3837734503905665,-0.3333333333333333,0.0
16566,1274,4,A5,16,9.46,161.2,0.84,0.7623333333333333,0.8013888888888889,7.874815891778237e-06,149942.15938223372,1919460.3552955475,44.43786341922422,130.57293475327975,3.265971235566071,24.6856815298297,47383672.66629042,0.0007571873795530474,0.00017651954690785603,-873.1410554199905,19.751928887904068,11578.866752294709,0.0,-0.09487555891952784,-0.16666666666666666,0.0
16632,1279,5,A6,32,7.32,154.7,0.7623333333333333,0.6512222222222221,0.7072222222222222,2.0257276147463348e-05,74873.32245203809,1304955.478573564,37.07528052399358,103.11079053651886,3.1382927268542957,20.196455671629977,26356925.626302514,0.0007447666840912225,0.000307204546285129,-674.7587661380434,16.877713588520002,8252.703985824644,0.0,-0.41672394135040375,-0.3333333333333333,0.0
16657,1281,4,A5,16,9.46,161.2,0.84,0.7601111111111111,0.8005,7.874815891778237e-06,148856.20135648,1919460.3552955475,44.351275869733904,130.57293475327975,3.265971235566071,24.67855472522271,47370342.47784229,0.0007571478547981081,0.00017651954690785603,-873.1410554199905,19.67228609682532,11759.639907161914,0.0,-0.16314288220377485,-0.3333333333333333,0.0
16736,1287,5,A6,32,7.32,154.7,0.7601111111111111,0.6507777777777777,0.7056666666666667,2.0257276147463348e-05,74250.29622468035,1304955.478573564,36.976188826369814,103.11079053651886,3.1382927268542957,20.16072363646613,26310774.3684268,0.0007446225218741255,0.000307204546285129,-674.7587661380434,16.813988046013012,8085.032255576309,0.0,-0.5539289590025579,-0.16666666666666666,0.0
16788,1291,5,A6,32,7.32,154.7,0.7601111111111111,0.6485555555555554,0.7047777777777777,2.0257276147463348e-05,73938.74755418029,1304955.478573564,36.9198056356916,103.11079053651886,3.1382927268542957,20.142604537726122,26287220.70654125,0.0007445490804482314,0.000307204546285129,-674.7587661380434,16.775654254162777,8182.5547293292875,0.0,-0.5800664260109933,-0.3333333333333333,0.0
17022,1309,5,A6,32,7.32,154.7,0.7601111111111111,0.6463333333333332,0.7036666666666667,2.0257276147463348e-05,72536.48614892054,1304955.478573564,36.84957033937633,103.11079053651886,3.1382927268542957,20.058949090048515,26177929.75287845,0.0007442089015067426,0.000307204546285129,-674.7587661380434,16.789169672302744,8188.56332525592,0.0,-0.5443413844001826,-0.3333333333333333,0.0
17047,1311,4,A5,16,9.46,161.2,0.84,0.7596666666666666,0.8000555555555555,7.874815891778237e-06,144200.4591679992,1919460.3552955475,44.30814798360282,130.57293475327975,3.265971235566071,24.624235868950954,47266195.52446358,0.0007569218805822367,0.00017651954690785603,-873.1410554199905,19.68341666572895,11520.014460199049,0.0,-0.1857933460949076,-0.16666666666666666,0.0
17125,1317,4,A5,16,9.46,161.2,0.84,0.7592222222222221,0.7998333333333333,7.874815891778237e-06,143268.99391471915,1919460.3552955475,44.2866252604323,130.57293475327975,3.265971235566071,24.614246074015842,47247099.45981484,0.0007568787168254907,0.00017651954690785603,-873.1410554199905,19.671842605783514,11509.275844482443,0.0,-0.20121773735389525,-0.16666666666666666,0.0
17191,1322,5,A6,32,7.32,154.7,0.7592222222222221,0.6458888888888887,0.7027777777777777,2.0257276147463348e-05,71523.44561661518,1304955.478573564,36.793575506138296,103.11079053651886,3.1382927268542957,19.99715452924131,26097345.91862408,0.000743957638994596,0.000307204546285129,-674.7587661380434,16.794927010366727,8074.20230516456,0.0,-0.5602374488505917,-0.16666666666666666,0.0
17203,1323,4,A5,16,9.46,161.2,0.84,0.7587777777777777,0.7996111111111109,7.874815891778237e-06,142337.42369696588,1919460.3552955475,44.26512992179707,130.57293475327975,3.265971235566071,24.60354893923556,47226639.77927749,0.0007568338948797733,0.00017651954690785603,-873.1410554199905,19.66100634665514,11497.700780854919,0.0,-0.21548846488954815,-0.16666666666666666,0.0
17217,1324,5,A6,32,7.32,154.7,0.7587777777777777,0.6436666666666665,0.7016666666666665,2.0257276147463348e-05,71367.57128933558,1304955.478573564,36.72382165568706,103.11079053651886,3.1382927268542957,19.98754505397804,26085031.46413285,0.0007439190972028921,0.000307204546285129,-674.7587661380434,16.734609845452596,8151.762587270774,0.0,-0.6250335961596022,-0.3333333333333333,0.0
17281,1329,4,A5,16,9.46,161.2,0.84,0.7565555555555554,0.7987222222222221,7.874815891778237e-06,141405.74883831426,1919460.3552955475,44.179420992121464,130.57293475327975,3.265971235566071,24.591820039987784,47204435.47907531,0.0007567869515125879,0.00017651954690785603,-873.1410554199905,19.586865408025,11673.830154096391,0.0,-0.2758290407585551,-0.3333333333333333,0.0
17308,1331,5,A6,32,7.32,154.7,0.7565555555555554,0.643222222222222,0.7001111111111109,2.0257276147463348e-05,70821.96525170772,1304955.478573564,36.62660934131118,103.11079053651886,3.1382927268542957,19.948047755921785,26033929.59087564,0.0007437631674817313,0.000307204546285129,-674.7587661380434,16.676557390624627,7995.012966192784,0.0,-0.7515730367896061,-0.16666666666666666,0.0
17347,1334,5,A6,32,7.32,154.7,0.7565555555555554,0.6427777777777776,0.6998888888888888,2.0257276147463348e-05,70588.11228888927,1304955.478573564,36.61276373260257,103.11079053651886,3.1382927268542957,19.92997190428563,26010306.90806819,0.0007436917087769258,0.000307204546285129,-674.7587661380434,16.68081407214378,7999.986059407455,0.0,-0.7416585649369667,-0.16666666666666666,0.0
17399,1338,5,A6,32,7.32,154.7,0.7565555555555554,0.6405555555555553,0.6989999999999998,2.0257276147463348e-05,70276.2880447139,1304955.478573564,36.557485199106296,103.11079053651886,3.1382927268542957,19.906075126968574,25979172.79872873,0.0007435972230670942,0.000307204546285129,-674.7587661380434,16.649393907649873,8089.581601591515,0.0,-0.7560616829460919,-0.3333333333333333,0.0
17594,1353,5,A6,32,7.32,154.7,0.7565555555555554,0.6401111111111109,0.6985555555555554,2.0257276147463348e-05,69106.74154493093,1304955.478573564,36.529908009168956,103.11079053651886,3.1382927268542957,19.816439170907273,25861910.53736479,0.0007432400049290185,0.000307204546285129,-674.7587661380434,16.71167592232854,8016.382019211996,0.0,-0.6723434749262794,-0.16666666666666666,0.0
17632,1356,4,A5,16,9.46,161.2,0.84,0.7543333333333332,0.7976111111111109,7.874815891778237e-06,137211.92696756212,1919460.3552955475,44.07289251228489,130.57293475327975,3.265971235566071,24.521319065945054,47069336.13016029,0.0007565328325064602,0.00017651954690785603,-873.1410554199905,19.55072095489796,11632.522252916662,0.0,-0.3196842907039909,-0.3333333333333333,0.0
17633,1356,5,A6,32,7.32,154.7,0.7543333333333332,0.6365555555555552,0.6963333333333331,2.0257276147463348e-05,68872.79348949513,1304955.478573564,36.39263685406244,103.11079053651886,3.1382927268542957,19.799878601324803,25840475.857383177,0.000743173586184171,0.000307204546285129,-674.7587661380434,16.59083036972997,8111.684566540551,0.0,-0.7229561278734232,-0.3333333333333333,-0.3333333333333333
17841,1372,5,A6,32,7.32,154.7,0.7543333333333332,0.634333333333333,0.6947777777777775,2.0257276147463348e-05,67624.85422741342,1304955.478573564,36.29714977737184,103.11079053651886,3.1382927268542957,19.69012059513284,25697508.421861634,0.0007427416684225428,0.000307204546285129,-674.7587661380434,16.604900621139038,8054.871525754142,0.0,-0.7982104124842291,-0.3333333333333333,0.0
17957,1381,4,A5,16,9.46,161.2,0.84,0.7521111111111108,0.7965,7.874815891778237e-06,133326.9091589865,1919460.3552955475,43.96703114245307,130.57293475327975,3.265971235566071,24.447850381588392,46928512.56264796,0.0007562776422319988,0.00017651954690785603,-873.1410554199905,19.518225813820912,11599.441096831832,0.0,-0.3581051414119579,-0.3333333333333333,0.0
17958,1381,5,A6,32,7.32,154.7,0.7521111111111108,0.6338888888888885,0.6936666666666664,2.0257276147463348e-05,66922.72956177044,1304955.478573564,36.2292446265832,103.11079053651886,3.1382927268542957,19.630979063088446,25620351.37280728,0.0007425057939485429,0.000307204546285129,-674.7587661380434,16.596121663022274,7941.4972413301075,0.0,-0.8039626771805034,-0.16666666666666666,-0.3333333333333333
17971,1382,5,A6,32,7.32,154.7,0.7521111111111108,0.6321111111111107,0.692333333333333,2.0257276147463348e-05,66844.70870610482,1304955.478573564,36.148084803621146,103.11079053651886,3.1382927268542957,19.623404469981264,25610974.85645274,0.0007424773629516473,0.000307204546285129,-674.7587661380434,16.52214715519817,7991.656285307657,0.0,-0.9499419156440352,-0.16666666666666666,0.0
18101,1392,5,A6,32,7.32,154.7,0.7521111111111108,0.6316666666666663,0.6921111111111109,2.0257276147463348e-05,66064.42360803294,1304955.478573564,36.13459253289739,103.11079053651886,3.1382927268542957,19.550652779510976,25515689.579038765,0.0007421880417405577,0.000307204546285129,-674.7587661380434,16.58167291380836,7927.730832963967,0.0,-0.8500648417738192,-0.16666666666666666,0.0
18140,1395,5,A6,32,7.32,154.7,0.7521111111111108,0.6294444444444439,0.6912222222222221,2.0257276147463348e-05,65830.31107132284,1304955.478573564,36.080720998158256,103.11079053651886,3.1382927268542957,19.530024917441345,25488836.91043656,0.0007421055977016334,0.000307204546285129,-674.7587661380434,16.548378838640144,8016.668992685551,0.0,-0.868965778787489,-0.3333333333333333,0.0
18256,1404,4,A5,16,9.46,161.2,0.84,0.7516666666666665,0.7960555555555555,7.874815891778237e-06,129751.15578193912,1919460.3552955475,43.92487147108425,130.57293475327975,3.265971235566071,24.373779382238798,46786284.38396461,0.0007560265464865973,0.00017651954690785603,-873.1410554199905,19.55016414520112,11403.684913723779,0.0,-0.3479788666239298,-0.16666666666666666,0.0
18296,1407,5,A6,32,7.32,154.7,0.7516666666666665,0.6272222222222218,0.6898888888888886,2.0257276147463348e-05,64893.73740094629,1304955.478573564,36.000204434387285,103.11079053651886,3.1382927268542957,19.446294341246933,25379508.40324178,0.0007417692239953155,0.000307204546285129,-674.7587661380434,16.551641766959044,8017.981776650265,0.0,-0.8506223179914173,-0.3333333333333333,0.0
18321,1409,4,A5,16,9.46,161.2,0.84,0.7512222222222221,0.7958333333333332,7.874815891778237e-06,128973.62670850292,1919460.3552955475,43.90383098153769,130.57293475327975,3.265971235566071,24.35917541128356,46758291.33517652,0.0007559754265327389,0.00017651954690785603,-873.1410554199905,19.543707467563397,11392.670359251111,0.0,-0.3555385090255256,-0.16666666666666666,0.0
18386,1414,4,A5,16,9.46,161.2,0.84,0.7489999999999998,0.7949444444444443,7.874815891778237e-06,128196.03015498408,1919460.3552955475,43.819929771293374,130.57293475327975,3.265971235566071,24.343912004467157,46729266.18675666,0.0007559230030258723,0.00017651954690785603,-873.1410554199905,19.474927772248932,11551.886717299141,0.0,-0.4087479664816049,-0.3333333333333333,0.0
18400,1415,5,A6,32,7.32,154.7,0.7489999999999998,0.6254444444444439,0.6874444444444441,2.0257276147463348e-05,64269.24613187402,1304955.478573564,35.853485669839955,103.11079053651886,3.1382927268542957,19.387928516781805,25303909.83265058,0.000741536269553721,0.000307204546285129,-674.7587661380434,16.462854917969338,7912.258301568502,0.0,-1.01333815830187,-0.16666666666666666,0.0
18491,1422,5,A6,32,7.32,154.7,0.7489999999999998,0.6232222222222218,0.6865555555555553,2.0257276147463348e-05,63722.74564949452,1304955.478573564,35.80041699496083,103.11079053651886,3.1382927268542957,19.332308949353095,25231206.06186357,0.0007413134772884269,0.000307204546285129,-674.7587661380434,16.465499845569962,7958.262901114658,0.0,-0.978075014165152,-0.3333333333333333,0.0
18647,1434,5,A6,32,7.32,154.7,0.7489999999999998,0.6227777777777773,0.6861111111111108,2.0257276147463348e-05,62785.73616714839,1304955.478573564,35.77393881217849,103.11079053651886,3.1382927268542957,19.239940684223484,25110348.65764941,0.0007409396370009227,0.000307204546285129,-674.7587661380434,16.531635860128876,7897.0503712457885,0.0,-0.8858504347997163,-0.16666666666666666,0.0
18659,1435,4,A5,16,9.46,161.2,0.84,0.7485555555555553,0.7944999999999999,7.874815891778237e-06,124929.39755120176,1919460.3552955475,43.77813468666565,130.57293475327975,3.265971235566071,24.26815288707035,46583780.34486957,0.0007556732890577866,0.00017651954690785603,-873.1410554199905,19.508927866972385,11368.575177159382,0.0,-0.3952247335948183,-0.16666666666666666,0.0
18673,1436,5,A6,32,7.32,154.7,0.7485555555555553,0.6209999999999996,0.6849999999999996,2.0257276147463348e-05,62629.54949737853,1304955.478573564,35.707906084809615,103.11079053651886,3.1382927268542957,19.225129424118208,25091274.73891111,0.0007408800243363043,0.000307204546285129,-674.7587661380434,16.480219661102527,7960.911625000127,0.0,-0.9588748458313802,-0.16666666666666666,0.0
18724,1440,4,A5,16,9.46,161.2,0.84,0.7463333333333331,0.7936111111111109,7.874815891778237e-06,124151.45724729482,1919460.3552955475,43.69485293212493,130.57293475327975,3.265971235566071,24.25137128922372,46551825.85780286,0.0007556170071631763,0.00017651954690785603,-873.1410554199905,19.442293753513983,11518.496311276822,0.0,-0.44545852021059335,-0.3333333333333333,0.0
18738,1441,5,A6,32,7.32,154.7,0.7463333333333331,0.6192222222222218,0.6829999999999996,2.0257276147463348e-05,62239.06001163623,1304955.478573564,35.589627540698146,103.11079053651886,3.1382927268542957,19.18557130684564,25040094.18185301,0.0007407209173455004,0.000307204546285129,-674.7587661380434,16.40116127269632,7883.614268140598,0.0,-1.0856104335682726,-0.16666666666666666,0.0
18829,1448,5,A6,32,7.32,154.7,0.7463333333333331,0.6187777777777773,0.6827777777777775,2.0257276147463348e-05,61692.32038439733,1304955.478573564,35.576531138494225,103.11079053651886,3.1382927268542957,19.126424077036845,24962645.201164834,0.0007404810180199981,0.000307204546285129,-674.7587661380434,16.447414773197767,7841.779391083406,0.0,-1.0096080973555674,-0.16666666666666666,0.0
18868,1451,5,A6,32,7.32,154.7,0.7463333333333331,0.6165555555555551,0.6818888888888885,2.0257276147463348e-05,61457.984148745105,1304955.478573564,35.52423610288683,103.11079053651886,3.1382927268542957,19.102099401507058,24930938.61254365,0.0007403820167491317,0.000307204546285129,-674.7587661380434,16.419416803001248,7921.251290282712,0.0,-1.0199618919444209,-0.3333333333333333,0.0
18984,1460,4,A5,16,9.46,161.2,0.84,0.7458888888888886,0.7931666666666666,7.874815891778237e-06,121039.0550879945,1919460.3552955475,43.65336522287938,130.57293475327975,3.265971235566071,24.173726010828023,46402700.72710084,0.0007553649076497835,0.00017651954690785603,-873.1410554199905,19.47849721944202,11337.324826575512,0.0,-0.4282472285009185,-0.16666666666666666,0.0
18998,1461,5,A6,32,7.32,154.7,0.7458888888888886,0.6161111111111106,0.6812222222222218,2.0257276147463348e-05,60676.78087934577,1304955.478573564,35.48510948630141,103.11079053651886,3.1382927268542957,19.020841912895197,24824723.62934093,0.0007400490501477179,0.000307204546285129,-674.7587661380434,16.461683754967936,7847.530327062064,0.0,-0.9689319143560624,-0.16666666666666666,0.0
19036,1464,4,A5,16,9.46,161.2,0.84,0.7454444444444441,0.7929444444444442,7.874815891778237e-06,120416.45360271672,1919460.3552955475,43.63265943472043,130.57293475327975,3.265971235566071,24.159492749366585,46375420.25713836,0.0007553175291167523,0.00017651954690785603,-873.1410554199905,19.472004004044585,11332.52624461126,0.0,-0.4360054909728913,-0.16666666666666666,0.0
19037,1464,5,A6,32,7.32,154.7,0.7454444444444441,0.6143333333333328,0.680333333333333,2.0257276147463348e-05,60442.39538796001,1304955.478573564,35.433066073212736,103.11079053651886,3.1382927268542957,18.997326196571557,24794153.06514009,0.0007399523899400153,0.000307204546285129,-674.7587661380434,16.43306686079334,7924.669617532545,1.0,-1.0023809429385884,-0.16666666666666666,-0.16666666666666666
19088,1468,4,A5,16,9.46,161.2,0.84,0.7449999999999997,0.7927222222222221,7.874815891778237e-06,119793.81244572533,1919460.3552955475,43.61197893889089,130.57293475327975,3.265971235566071,24.145019910436577,46347677.79622984,0.0007552695392509624,0.00017651954690785603,-873.1410554199905,19.465776768909908,11327.170487923615,0.0,-0.4433473291560149,-0.16666666666666666,0.0
19115,1470,5,A6,32,7.32,154.7,0.7449999999999997,0.6138888888888884,0.6796666666666662,2.0257276147463348e-05,59973.59086625624,1304955.478573564,35.39412702592366,103.11079053651886,3.1382927268542957,18.94873393398481,24730696.600970697,0.0007397518839940638,0.000307204546285129,-674.7587661380434,16.442755115516718,7836.549206524158,0.0,-0.9892411583018806,-0.16666666666666666,0.0
19140,1472,4,A5,16,9.46,161.2,0.84,0.7445555555555552,0.7924999999999998,7.874815891778237e-06,119171.13192246784,1919460.3552955475,43.59132367168847,130.57293475327975,3.265971235566071,24.13032041572702,46319498.25137803,0.0007552209671944553,0.00017651954690785603,-873.1410554199905,19.45980247429129,11321.25753263448,0.0,-0.4502931263101139,-0.16666666666666666,0.0
19154,1473,5,A6,32,7.32,154.7,0.7445555555555552,0.6121111111111106,0.6785555555555551,2.0257276147463348e-05,59739.17196607542,1304955.478573564,35.32940549920655,103.11079053651886,3.1382927268542957,18.924576921623768,24699359.69328249,0.0007396524397506737,0.000307204546285129,-674.7587661380434,16.402047364137335,7885.5706995219625,0.0,-1.0429550420439435,-0.16666666666666666,0.0
19192,1476,4,A5,16,9.46,161.2,0.84,0.7441111111111107,0.7922777777777776,7.874815891778237e-06,118548.41234575665,1919460.3552955475,43.57069356963557,130.57293475327975,3.265971235566071,24.115406554295763,46290905.31019011,0.0007551718406674722,0.00017651954690785603,-873.1410554199905,19.454068715947198,11314.787356111705,0.0,-0.4568622722291809,-0.16666666666666666,0.0
19232,1479,5,A6,32,7.32,154.7,0.7441111111111107,0.6116666666666661,0.6781111111111107,2.0257276147463348e-05,59270.30122122816,1304955.478573564,35.30357844137897,103.11079053651886,3.1382927268542957,18.874976717048224,24634504.069369946,0.0007394466674100039,0.000307204546285129,-674.7587661380434,16.425919797960947,7823.679761202123,0.0,-1.0057223886752806,-0.16666666666666666,0.0
19244,1480,4,A5,16,9.46,161.2,0.84,0.7436666666666663,0.7920555555555553,7.874815891778237e-06,117925.65403590568,1919460.3552955475,43.55008856947832,130.57293475327975,3.265971235566071,24.100290013402443,46261921.50030851,0.0007551221860396918,0.00017651954690785603,-873.1410554199905,19.44856369417796,11307.759936998553,0.0,-0.4630732117223833,-0.16666666666666666,0.0
19258,1481,5,A6,32,7.32,154.7,0.7436666666666663,0.6098888888888884,0.6769999999999996,2.0257276147463348e-05,59114.001286072606,1304955.478573564,35.23916361666125,103.11079053651886,3.1382927268542957,18.858311434465087,24612990.09531169,0.0007393781831124143,0.000307204546285129,-674.7587661380434,16.377991339568748,7881.866838143019,0.0,-1.0728159852818802,-0.16666666666666666,0.0
19296,1484,4,A5,16,9.46,161.2,0.84,0.741444444444444,0.7911666666666665,7.874815891778237e-06,117302.85732087262,1919460.3552955475,43.46791833050179,130.57293475327975,3.265971235566071,24.084620013073355,46232104.93640288,0.0007550714482557798,0.00017651954690785603,-873.1410554199905,19.381927281583074,11456.579065005266,0.0,-0.5141384420067386,-0.3333333333333333,0.0
19310,1485,5,A6,32,7.32,154.7,0.741444444444444,0.6081111111111106,0.6749999999999996,2.0257276147463348e-05,58801.38701000705,1304955.478573564,35.123762043080795,103.11079053651886,3.1382927268542957,18.82268189186348,24566944.09633469,0.0007392322036040554,0.000307204546285129,-674.7587661380434,16.297875260193294,7814.050984885384,0.0,-1.2018341340060985,-0.16666666666666666,0.0
19401,1492,5,A6,32,7.32,154.7,0.741444444444444,0.6058888888888884,0.6741111111111107,2.0257276147463348e-05,58254.266253569236,1304955.478573564,35.07269510644316,103.11079053651886,3.1382927268542957,18.757184011529077,24481276.15880853,0.0007389608739073874,0.000307204546285129,-674.7587661380434,16.31245649234975,7844.907855480659,0.0,-1.145475961626259,-0.3333333333333333,0.0
